FID,Shape,OBJECTID,FIN,ACRES,SHORELINE_,WATER,SHAPE_AREA,SHAPE_LEN,POLY_AREA,PERIMETER
14169,Polygon ZM,14097,SL-1-P109-1A-P110,0.784,0.198552,Tupper Lake Reservoir,3172.748065,319.539061,0.784002,319.539061
14170,Polygon ZM,14098,SL-1-P23,8.8669,0.446557,Round Pond,35883.21641,718.665282,8.866928,718.665282
14171,Polygon ZM,14099,SL-1-P276-6-P290,8.281134,1.553023,Unnamed Water,33512.69306,2499.354007,8.281159,2499.354007
14172,Polygon ZM,14100,SL-1-160-P213-2-P214,1.343568,0.183108,Middle County Line Pond,5437.250538,294.684092,1.343573,294.684092
14173,Polygon ZM,14101,SL-1-133-P202-3-P203,2.807243,0.282418,Unnamed Water,11360.55554,454.509212,2.807252,454.509212
14174,Polygon ZM,14102,SL-1-P241-27-P260-1-P261,26.231373,0.852768,Sand Pond,106155.0251,1372.399127,26.231455,1372.399127
14175,Polygon ZM,14103,SL-1-43-3-1-P27,4.428392,0.483277,Little Rock Pond,17921.13795,777.760096,4.428406,777.760096
14176,Polygon ZM,14104,SL-1-P5136,3.133908,0.616352,Unnamed Water,12682.52728,991.924034,3.133918,991.924034
14186,Polygon ZM,14346,H-435-P547-1-P5510,1.632589,0.253233,Little Black Mountain Pon,6606.877776,407.540321,1.632594,407.540321
14187,Polygon ZM,14347,H-438-20-P557,57.585752,2.416368,Stony Pond,233042.2036,3888.7754,57.585932,3888.7754
14188,Polygon ZM,14348,H-438-19-11-P5439,6.774948,0.712609,Unnamed Water,27417.35178,1146.835514,6.774969,1146.835514
14189,Polygon ZM,14349,SLC-P220,1.282263,0.163462,Unnamed Water,5189.154189,263.067318,1.282267,263.067318
14190,Polygon ZM,14350,SLC-P5174,1.184331,0.245379,Unnamed Water,4792.836279,394.900435,1.184335,394.900435
14191,Polygon ZM,14351,SLC-32-20-P5166,1.260221,0.387946,Unnamed Water,5099.953014,624.339571,1.260225,624.339571
14192,Polygon ZM,14352,SLC-32-60-P214,4.964401,0.474096,Whackers Pond,20090.29754,762.984909,4.964416,762.984909
14199,Polygon ZM,13550,SL-1-P109,79.901675,2.108018,Tupper Lake,323351.9011,3392.532245,79.901924,3392.532245
14200,Polygon ZM,13551,SL-1-33-5-1-P14,38.540801,1.945245,Barney Pond,155969.7123,3130.574285,38.540921,3130.574285
14201,Polygon ZM,13552,H-240-127-25-P686-4-P689-2-P690,34.540513,1.091112,Woodworth Lake,139781.054,1755.977874,34.54062,1755.977874
14202,Polygon ZM,13553,SL-1-43-3-P28,22.674383,0.84959,Long Pond,91760.3383,1367.285069,22.674453,1367.285069
14239,Polygon ZM,14111,H-P715-5-8-P719,14.091908,0.714293,Upper Wallface Pond,57028.15599,1149.545837,14.091952,1149.545837
14240,Polygon ZM,14112,H-P715-5-8-1-P720,2.082581,0.298363,Middle Wallface Pond,8427.941757,480.170179,2.082588,480.170179
14241,Polygon ZM,14113,H-P715-5-8-P718,5.753996,0.416562,Lower Wallface Pond,23285.68972,670.39315,5.754014,670.39315
14242,Polygon ZM,14114,UH-P439,2.969832,0.271021,Snake Pond,12018.53175,436.166911,2.969841,436.166911
14243,Polygon ZM,14115,H-469-9-2-P625-1-P626-7-P631-5-P633,19.10382,0.834494,Eighth Lake Essex Chain,77310.72733,1342.990341,19.10388,1342.990341
14244,Polygon ZM,14116,UH-P5445,2.157825,0.448311,Unnamed Water,8732.444004,721.487544,2.157832,721.487544
14245,Polygon ZM,14117,UH-P630,22.434568,1.114582,Mud Pond,90789.84023,1793.749538,22.434638,1793.749538
14246,Polygon ZM,14118,UH-P5444,2.252867,0.428285,Unnamed Water,9117.064863,689.259574,2.252874,689.259574
14247,Polygon ZM,14119,UH-P5456,2.934906,0.62948,Unnamed Water,11877.19059,1013.052284,2.934915,1013.052284
14248,Polygon ZM,14120,H-543-2A-P710A,18.560994,0.964749,Unnamed Water,75113.97912,1552.615818,18.561052,1552.615818
14249,Polygon ZM,14121,H-391-57-2-P481-2-P483,6.288843,0.465312,Courtney Pond,25450.14667,748.849121,6.288863,748.849121
14270,Polygon ZM,14253,SLC-P79,11.437827,0.571817,Diamond Pond,46287.42897,920.252084,11.437863,920.252084
14271,Polygon ZM,14254,SLC-32-52-10-P5144,1.388522,0.180465,Unnamed Water,5619.172357,290.430354,1.388527,290.430354
14312,Polygon ZM,13869,SL-1-P109-11-P155-4-P163,32.184721,1.0809,Otter Pond,130247.4668,1739.543362,32.184822,1739.543362
14313,Polygon ZM,13870,SL-1-58-3-P39,6.638156,0.61926,Mccuen Pond,26863.7715,996.603567,6.638177,996.603567
14314,Polygon ZM,13871,SL-1-P254,4.275774,0.318774,Minnow Pond,17303.51464,513.01844,4.275788,513.01844
14315,Polygon ZM,13872,SL-1-65-26-1-P52,3.41219,0.296269,Spring Pond,13808.69651,476.799403,3.4122,476.799403
14317,Polygon ZM,13874,SL-1-33-4-P13,14.842539,0.652991,French Lake,60065.86341,1050.88975,14.842585,1050.88975
14337,Polygon ZM,13298,SL-1-65-11-8-P51A,1.318554,0.197799,Unnamed Water,5336.020401,318.326815,1.318558,318.326815
14338,Polygon ZM,13299,SLC-32-20-96-P149-5-3-P153,34.687535,1.289469,Clamshell Pond,140376.0362,2075.202634,34.687643,2075.202634
14339,Polygon ZM,13300,SLC-32-20-30-10-3-P94,0.36637,0.127825,Unnamed Water,1482.650851,205.714525,0.366371,205.714525
14340,Polygon ZM,13301,SLC-32-52-P179A-5-11-P194,5.883954,0.717799,Unnamed Water,23811.61044,1155.188174,5.883972,1155.188174
14341,Polygon ZM,13302,SLC-32-81-P238-2-P245,18.95423,1.091675,Slush Pond,76705.3548,1756.88457,18.954289,1756.88457
14342,Polygon ZM,13303,SLC-32-52-P179A-1-1-P5142,2.077099,0.234522,Unnamed Water,8405.755289,377.427346,2.077106,377.427346
14343,Polygon ZM,13304,SLC-P175,6.037151,0.493823,Black Pond,24431.57961,794.733005,6.037169,794.733005
14344,Polygon ZM,13305,SLC-P5248,1.227916,0.324472,Unnamed Water,4969.219263,522.188015,1.22792,522.188015
14346,Polygon ZM,13307,SLC-32-20-29-P92,15.46145,0.700847,Mud Pond,62570.51672,1127.905737,15.461498,1127.905737
14347,Polygon ZM,13308,SLC-P254A,0.065955,0.044486,Unnamed Water,266.910177,71.592799,0.065955,71.592799
14348,Polygon ZM,13309,SLC-P155A,6.815232,0.464333,Monday Pond,27580.3746,747.272293,6.815253,747.272293
14349,Polygon ZM,13310,SLC-32-86-P249,4.39992,0.64227,Unnamed Water,17805.91674,1033.635711,4.399934,1033.635711
14351,Polygon ZM,13312,SLC-32-69-3B-P5223,1.716802,0.209237,Unnamed Water,6947.680663,336.735622,1.716808,336.735622
14352,Polygon ZM,13313,SLC-32-20-77-1-P124,16.568891,0.738957,Little Rock Pond,67052.19265,1189.239112,16.568943,1189.239112
14363,Polygon ZM,13596,H-469-9-8-P636,7.317728,0.530782,Barker Pond,29613.91407,854.212708,7.317751,854.212708
14364,Polygon ZM,13597,H-391-P5418,7.122669,0.562387,Unnamed Water,28824.5332,905.075985,7.122691,905.075985
14365,Polygon ZM,13598,H-438-20-1-P555-3-P556,14.989635,0.78693,Rankin Pond,60661.14288,1266.443172,14.989682,1266.443172
14366,Polygon ZM,13599,H-438-12-P550,10.951267,0.693575,Hotwater Pond,44318.38433,1116.202914,10.951302,1116.202914
14367,Polygon ZM,13600,UH-P650,9.98782,0.485358,Grassy Pond,40419.43414,781.109253,9.987851,781.109254
14368,Polygon ZM,13601,H-391-P374-1-16-P394-1-P395,47.925265,1.272078,Bigsby Pond,193947.4408,2047.214498,47.925414,2047.214498
14369,Polygon ZM,13602,H-391-37-P421-3-P429-A-P429A,4.095543,0.445345,Unnamed Water,16574.14132,716.715145,4.095556,716.715145
14370,Polygon ZM,13603,UH-P418,14.414748,0.64863,Gull Pond,58334.6508,1043.870437,14.414793,1043.870437
14374,Polygon ZM,13607,H-438-20-1-P555,90.19936,2.479664,Balfour Lake,365025.3191,3990.640408,90.199641,3990.640408
14375,Polygon ZM,13875,SL-1-P5194,6.241277,1.007924,Unnamed Water,25257.65437,1622.099027,6.241297,1622.099027
14376,Polygon ZM,13876,SL-1-162-4-3-P219,3.94714,0.379976,Seward Pond,15973.57383,611.513702,3.947153,611.513702
14377,Polygon ZM,13877,SL-1-162-4-1A-P5198,0.323105,0.091757,Unnamed Water,1307.565214,147.668997,0.323106,147.668997
14378,Polygon ZM,13878,SL-1-P241-27-P260-5-P262,3.395628,0.287025,Unnamed Water,13741.67275,461.922599,3.395638,461.922599
14379,Polygon ZM,13879,SL-1-65-26-2-P53,15.042754,0.653882,Mountain Pond,60876.11096,1052.323315,15.042801,1052.323315
14380,Polygon ZM,13880,SL-1-91-P68,3.446942,0.394395,Unnamed Water,13949.33439,634.718635,3.446953,634.718635
14381,Polygon ZM,13881,SL-1-P276,71.776664,1.76628,Forked Lake,290471.0172,2842.55781,71.776888,2842.55781
14382,Polygon ZM,13882,SL-1-P89-1-P95,159.178052,2.392984,Little Wolf Pond,644173.2995,3851.142001,159.178548,3851.142001
14383,Polygon ZM,13883,SL-1-46-P31-6-P5042,2.707126,0.392412,Unnamed Water,10955.39263,631.527782,2.707134,631.527782
14384,Polygon ZM,13884,SL-1-P5088,1.528014,0.306705,Unnamed Water,6183.677277,493.594429,1.528019,493.594429
14385,Polygon ZM,13885,SL-1-P276-1-P5131,4.576673,0.639341,Unnamed Water,18521.21219,1028.922388,4.576687,1028.922388
14386,Polygon ZM,13886,SL-1-P89-1-P95-1-P97-6-P5063,2.673291,0.393472,Unnamed Water,10818.4672,633.232798,2.673299,633.232798
14387,Polygon ZM,13887,SL-1-P109-9-P112,316.682373,6.508266,Jenkins Pond,1281573.22,10474.05943,316.68336,10474.05943
14388,Polygon ZM,13888,SL-1-P192,2.87999,0.248569,Unnamed Water,11654.95085,400.034556,2.879999,400.034556
14390,Polygon ZM,13890,SL-1-33-6-P5024,24.068722,2.143919,Unnamed Water,97403.04983,3450.30938,24.068797,3450.30938
14391,Polygon ZM,13891,SL-1-P109-11-2-P120-5-1-P126,22.725836,1.793771,Antediluvian Pond,91968.56398,2886.800301,22.725907,2886.800301
14404,Polygon ZM,15199,SLC-32-20-41-P101,10.513864,0.551669,Twin Ponds,42548.26632,887.827532,10.513896,887.827532
14432,Polygon ZM,14425,SLC-32-20-49-6-P110,53.908666,1.627846,Long Pond,218161.5059,2619.769115,53.908834,2619.769115
14433,Polygon ZM,14426,SLC-P171,4.950567,0.382017,Grass Pond,20034.31281,614.797287,4.950582,614.797287
14434,Polygon ZM,14427,SLC-32-20-96-P149,118.17866,2.715258,Fish Pond,478253.981,4369.793398,118.179028,4369.793398
14444,Polygon ZM,14683,H-508-P694-9-P698,16.754849,0.742107,Lake Andrew,67804.74005,1194.307654,16.754901,1194.307654
14445,Polygon ZM,14684,H-P710-3-P711,10.814787,0.723026,Cheney Pond,43766.06431,1163.599413,10.81482,1163.599413
14446,Polygon ZM,14685,SLC-P5224,2.175406,0.340442,Unnamed Water,8803.590925,547.889091,2.175413,547.889091
14447,Polygon ZM,14686,H-391-72-P501,97.223081,2.429297,New Pond,393449.4232,3909.581997,97.223384,3909.581997
14448,Polygon ZM,14687,H-391-72-P500A,13.602248,0.689883,Unnamed Water,55046.56287,1110.261121,13.60229,1110.261121
14449,Polygon ZM,14688,UH-P495B,2.119834,0.296346,South Dalton Pond,8578.698121,476.922948,2.119841,476.922948
14450,Polygon ZM,14689,UH-P708,1.154792,0.185977,Moss Pond,4673.297536,299.301783,1.154796,299.301783
14451,Polygon ZM,14690,H-P715-2-P717,9.418971,0.504357,Bradley Pond,38117.37557,811.685128,9.419,811.685128
14452,Polygon ZM,14691,UH-P495C,2.799122,0.305494,North Dalton Pond,11327.68981,491.646103,2.799131,491.646103
14453,Polygon ZM,14692,H-461-P597-16-21-1-P609,1.833809,0.241769,Dewitt Pond,7421.192835,389.089811,1.833815,389.089811
14454,Polygon ZM,14693,UH-P5376,1.968321,0.217558,Unnamed Water,7965.544427,350.126513,1.968327,350.126513
14488,Polygon ZM,15223,SLC-32-52-P179A-5-6-P187,17.218802,0.783583,Baker Pond,69682.29831,1261.056608,17.218856,1261.056608
14489,Polygon ZM,15224,SLC-32-51-1-P174,1.149237,0.172855,Clear Pond,4650.817714,278.184005,1.149241,278.184005
14490,Polygon ZM,15225,SLC-32-52-P179A-5-10-4-P5078,2.195278,0.294157,Unnamed Water,8884.010366,473.40028,2.195285,473.40028
14491,Polygon ZM,15226,SLC-32-20-89-P133,71.095633,1.828156,East Pond,287714.9713,2942.138489,71.095855,2942.138489
14492,Polygon ZM,15227,SLC-32-20-82A-P125,0.556776,0.139303,Maxey Pond,2253.201606,224.187305,0.556778,224.187305
14498,Polygon ZM,14428,SLC-32-88-P256,74.877195,2.609095,Black Pond,303018.4709,4198.939779,74.877429,4198.939779
14499,Polygon ZM,14429,SLC-P132,46.02367,1.049062,Cranberry Pond,186251.9313,1688.305494,46.023814,1688.305494
14500,Polygon ZM,14430,SLC-32-6-31-P87,7.897499,0.912426,Mountain Ponds,31960.17229,1468.40995,7.897524,1468.40995
14504,Polygon ZM,14434,H-461-P597-7-P599,28.711114,1.269651,John Mack Pond,116190.2192,2043.308558,28.711203,2043.308558
14505,Polygon ZM,14435,H-461-P597-7-P599-3-P599A,4.10637,0.35692,Unnamed Water,16617.9552,574.407801,4.106383,574.407801
14506,Polygon ZM,14436,H-409-5-P517,20.337741,1.045733,Oven Mountain Pond,82304.24862,1682.947222,20.337805,1682.947222
14510,Polygon ZM,14696,H-503-P680-5-P682-7-P692A,21.216749,1.273142,Adjidaumo Flow,85861.48168,2048.926928,21.216815,2048.926928
14511,Polygon ZM,14697,UH-P477,5.351886,0.359069,Bloody Pond,21658.39891,577.866253,5.351902,577.866253
14512,Polygon ZM,14698,H-509-4-P699,0.70841,0.132754,Unnamed Water,2866.846799,213.647871,0.708413,213.647871
14513,Polygon ZM,14699,UH-P465,15.652627,0.678526,Challis Pond,63344.1864,1091.983843,15.652676,1091.983843
14514,Polygon ZM,14700,UH-P430,35.230934,1.799697,Crab Pond,142575.1026,2896.338091,35.231044,2896.338091
14515,Polygon ZM,14701,H-469-4-P624,16.260805,0.872345,Mud Pond,65805.40495,1403.906,16.260855,1403.906
14516,Polygon ZM,14702,H-391-37-2-P417,2.944877,0.288175,Wilcox Pond,11917.54377,463.773977,2.944887,463.773977
14517,Polygon ZM,14703,H-461-P597-26-14-P615,4.151701,0.916905,Bellin Vly,16801.40654,1475.618559,4.151714,1475.618559
14518,Polygon ZM,14704,H-403-3-P5499,1.33418,0.208134,Unnamed Water,5399.257183,334.960245,1.334184,334.960245
14519,Polygon ZM,14705,H-398-2-P5356,1.564969,0.290232,Unnamed Water,6333.230839,467.08428,1.564974,467.08428
14527,Polygon ZM,14966,H-391-37-P5506,10.18035,1.348269,Unnamed Water,41198.57875,2169.833625,10.180382,2169.833625
14528,Polygon ZM,14967,H-438-13-P551,18.882658,1.429896,Grassy Pond,76415.71246,2301.199932,18.882717,2301.199932
14529,Polygon ZM,14968,H-391-37-P421-1-P424-2-P425,7.603902,0.414421,Little Rock Pond,30772.02378,666.947692,7.603926,666.947692
14530,Polygon ZM,14969,H-391-37-P421-1-1-P423,2.410401,0.2746,Lilypad Pond,9754.584377,441.926022,2.410408,441.926022
14531,Polygon ZM,14970,H-466-P620,32.271066,1.361701,Beaver Ponds,130596.8946,2191.450336,32.271167,2191.450336
14540,Polygon ZM,15238,UH-P712,42.531555,2.124477,Lake Sally,172119.7845,3419.021798,42.531687,3419.021798
14541,Polygon ZM,15239,H-489-7-P676A,2.503893,0.343215,Unnamed Water,10132.93401,552.352656,2.5039,552.352656
14543,Polygon ZM,15241,H-503-P680-2-P681,43.376669,1.452567,Woodruff Lake,175539.8549,2337.684964,43.376804,2337.684964
14544,Polygon ZM,15242,UH-P5447,0.733737,0.262743,Unnamed Water,2969.339235,422.845385,0.733739,422.845385
14545,Polygon ZM,15243,H-484-6-P674,28.268426,1.038774,Otter Pond,114398.7175,1671.748196,28.268514,1671.748196
14546,Polygon ZM,15244,UH-P453C,4.034186,0.493314,Carey Marsh,16325.83517,793.913774,4.034198,793.913774
14547,Polygon ZM,15245,H-391-39-3-P444A,5.422271,0.453126,Ingalls Marsh,21943.24099,729.237246,5.422288,729.237246
14553,Polygon ZM,14443,H-469-9-2-P625-1-P626-1-P627-1-P628,7.394066,0.613881,Little Grassy Pond,29922.84352,987.947879,7.394089,987.947879
14554,Polygon ZM,14444,H-532-P702-4-P703,71.134044,1.651206,Trout Pond,287870.4134,2657.363706,71.134265,2657.363706
14555,Polygon ZM,14445,UH-P5533,1.176054,0.367154,Unnamed Water,4759.340399,590.877595,1.176058,590.877595
14556,Polygon ZM,14446,UH-P5340-1-P5339,1.575398,0.248411,Unnamed Water,6375.436158,399.778845,1.575403,399.778845
14557,Polygon ZM,14447,UH-P511A,0.944479,0.250922,Sitting Bull Pond,3822.185366,403.821049,0.944482,403.821049
14558,Polygon ZM,14448,UH-P5331,1.055202,0.151158,Unnamed Water,4270.266992,243.266493,1.055205,243.266493
14559,Polygon ZM,14449,UH-P511,20.894584,0.783529,Echo Lake,84557.71884,1260.969942,20.894649,1260.969942
14560,Polygon ZM,14450,H-478-P672,19.327013,0.878294,Cheney Pond,78213.95887,1413.479554,19.327073,1413.479554
14561,Polygon ZM,14451,H-391-P374-1-P397,17.276655,0.936075,Baily Pond,69916.42239,1506.46966,17.276709,1506.46966
14562,Polygon ZM,14452,UH-P5410,3.321485,0.600293,Unnamed Water,13441.6277,966.079953,3.321496,966.079953
14563,Polygon ZM,14453,UH-P339,4.437627,0.354475,Poker Pond,17958.51009,570.472967,4.437641,570.472967
14564,Polygon ZM,14706,H-461-P597-16-16-P607,29.108012,1.117761,Little Moose Pond,117796.4166,1798.865339,29.108103,1798.865339
14567,Polygon ZM,14709,H-391-29-P342-3-P5401,12.876268,1.68918,The Marshes,52108.61573,2718.476491,12.876308,2718.476491
14568,Polygon ZM,14710,H-391-29-P342-2-P343,50.612547,1.259467,Crystal Lake,204822.5303,2026.919548,50.612705,2026.919548
14569,Polygon ZM,14711,H-430-1-P537A,13.853521,0.921992,Unnamed Water,56063.43522,1483.804605,13.853564,1483.804605
14570,Polygon ZM,14712,H-469-P667-3-P668,3.970588,0.428134,Brown Pond,16068.46479,689.016087,3.970601,689.016087
14571,Polygon ZM,14713,H-391-P374-1-2-P376,8.629379,0.579895,Andrew Pond,34921.99554,933.253058,8.629405,933.253058
14572,Polygon ZM,14714,H-391-31-P347-4-P5386,5.220774,0.532709,Unnamed Water,21127.80634,857.313991,5.22079,857.313991
14573,Polygon ZM,14715,H-466-4-P618,102.439635,2.50785,Split Rock Pond,414560.1549,4036.001715,102.439955,4036.001715
14574,Polygon ZM,14974,H-391-24-P5310,3.50972,1.077896,Unnamed Water,14203.38775,1734.709212,3.50973,1734.709212
14575,Polygon ZM,14975,H-391-24-P5403,1.054605,0.216535,Unnamed Water,4267.850908,348.480345,1.054608,348.480345
14576,Polygon ZM,14976,H-370-P325-1-1-1-P329B,2.285919,0.238689,Black Pond,9250.821008,384.13367,2.285926,384.13367
14577,Polygon ZM,14977,H-370-P325-1-1-P326,2.033755,0.336405,Unnamed Water,8230.347889,541.391824,2.033761,541.391824
14578,Polygon ZM,14978,H-370-P325-1-1-P327,0.716927,0.144745,Unnamed Water,2901.310342,232.945469,0.716929,232.945469
14595,Polygon ZM,15246,UH-P433,13.762854,0.634494,Peaked Hill Pond,55696.51515,1021.121766,13.762896,1021.121766
14596,Polygon ZM,15247,SLC-P5181,1.055535,0.181652,Unnamed Water,4271.617338,292.341447,1.055539,292.341447
14597,Polygon ZM,15248,SLC-32-20-96-P149-4-P151,9.99126,0.592826,Mud Pond,40433.35559,954.063173,9.991291,954.063173
14598,Polygon ZM,15249,SLC-32-20-87-1-1-P5180,11.317139,0.536535,Whitney Pond,45799.01938,863.471051,11.317174,863.471051
14599,Polygon ZM,15250,SLC-32-20-91-P135,3.065839,0.262769,Unnamed Water,12407.05875,422.887357,3.065848,422.887357
14600,Polygon ZM,15251,H-391-38-2-P5429,24.871964,0.964878,Tyrrell Pond,100653.6679,1552.823415,24.872041,1552.823415
14601,Polygon ZM,15252,UH-P5411,7.199445,1.212258,Unnamed Water,29135.23631,1950.944414,7.199467,1950.944414
14602,Polygon ZM,15253,H-461-P597-6-P5497,1.341282,0.304477,Unnamed Water,5427.997954,490.00857,1.341286,490.00857
14603,Polygon ZM,15254,H-461-P597-6-P5496,0.842234,0.199687,Unnamed Water,3408.413529,321.3657,0.842237,321.3657
14604,Polygon ZM,15255,H-391-33-7-1-P5380,15.749772,0.629032,Alligator Pond,63737.32246,1012.331174,15.749821,1012.331174
14626,Polygon ZM,14454,H-403-P515,29.191768,0.93517,Little Pond,118135.3667,1505.013163,29.191859,1505.013163
14627,Polygon ZM,14455,H-391-33-P367-9-P369,52.980756,1.383638,Mountain Spring Lake,214406.3702,2226.754232,52.980921,2226.754232
14628,Polygon ZM,14456,UH-P373,6.220338,0.379555,Unnamed Water,25172.91668,610.836332,6.220358,610.836332
14629,Polygon ZM,14457,H-461-17-4-P592A,1.760432,0.268618,Unnamed Water,7124.244268,432.300023,1.760438,432.300023
14630,Polygon ZM,14458,H-391-36-P371,37.376508,0.909933,Smith Pond,151257.9648,1464.397685,37.376624,1464.397685
14631,Polygon ZM,14459,H-421-P5426,4.987036,0.423746,Unnamed Water,20181.89747,681.954768,4.987051,681.954768
14632,Polygon ZM,14460,H-419-5-P529,33.569042,1.476806,Chatiemac Lake,135849.6375,2376.693008,33.569147,2376.693008
14633,Polygon ZM,14461,H-391-33-8-P364,3.208408,0.395232,Unnamed Water,12984.01825,636.06536,3.208418,636.06536
14640,Polygon ZM,14716,H-391-P374-1-6-16-P388,170.330349,3.14969,Hewitt Pond,689305.2237,5068.945163,170.33088,5068.945163
14641,Polygon ZM,14717,H-391-P374-8-4-2-P5428,12.034496,0.79919,Unnamed Water,48702.07135,1286.174569,12.034533,1286.174569
14648,Polygon ZM,14724,SLC-32-81-P238,195.354779,4.685708,Follensby Junior Pond,790575.9061,7540.931902,195.355388,7540.931902
14649,Polygon ZM,14725,SLC-32-68-P5192,1.239918,0.272953,Unnamed Water,5017.788744,439.275979,1.239922,439.275979
14650,Polygon ZM,14726,SLC-32-6-26-2-P75,4.403415,0.418569,Gourdshell Ponds,17820.06085,673.622431,4.403429,673.622431
14654,Polygon ZM,14995,SLC-32-P168-1-P170A,32.612968,1.410322,Long Pond,131980.525,2269.69855,32.613069,2269.69855
14655,Polygon ZM,14996,SLC-32-20-49-12-2-P113,0.666874,0.145162,Unnamed Water,2698.756064,233.615396,0.666877,233.615396
14666,Polygon ZM,15007,SLC-32-20-30-14-P97,51.775865,2.74163,Weller Pond,209530.3295,4412.233928,51.776026,4412.233928
14676,Polygon ZM,15378,H-469-9-15-P641,143.152989,2.58711,Tirrell Pond,579321.9111,4163.557549,143.153435,4163.557549
14677,Polygon ZM,15379,H-391-P374-1-6-16-P388-2-P389,6.139257,0.461703,Black Pond,24844.79237,743.040201,6.139276,743.040201
14678,Polygon ZM,15380,H-469-9-2-P625-1-P626-7-P631-4-P632,2.974418,0.291757,Chub Pond,12037.09233,469.538427,2.974428,469.538427
14679,Polygon ZM,15381,UH-P5343,1.375341,0.289237,Unnamed Water,5565.831432,465.482521,1.375346,465.482521
14680,Polygon ZM,15382,UH-P5342,2.842455,0.47633,Unnamed Water,11503.05263,766.579984,2.842464,766.579984
14681,Polygon ZM,15383,UH-P5364,1.092731,0.19789,Unnamed Water,4422.141823,318.472995,1.092734,318.472995
14682,Polygon ZM,15384,UH-P5479,1.92372,0.340335,Unnamed Water,7785.050185,547.71659,1.923726,547.71659
14695,Polygon ZM,14468,SLC-32-28-2-P5121-1-P5134,0.881126,0.175585,Unnamed Water,3565.804514,282.57696,0.881129,282.57696
