FID,Shape,OBJECTID,FIN,ACRES,SHORELINE_,WATER,SHAPE_AREA,SHAPE_LEN,POLY_AREA,PERIMETER
13530,Polygon ZM,13655,UH-P431,4.764072,0.410114,Horseshoe Pond,19279.5939,660.015173,4.764087,660.015173
13531,Polygon ZM,13656,H-461-P597-14-P602,15.670707,0.827364,Dug Mountain Ponds,63417.35415,1331.515687,15.670756,1331.515687
13532,Polygon ZM,13657,H-461-P597-14-P601,21.618372,1.535961,Dug Mountain Ponds,87486.79923,2471.894481,21.61844,2471.894481
13545,Polygon ZM,13670,H-369-40-P312,9.512955,0.534222,South Pond,38497.71618,859.748979,9.512984,859.748979
13546,Polygon ZM,13671,H-369-29-19-P5491,1.272016,0.249765,Unnamed Water,5147.686385,401.959112,1.27202,401.959112
13547,Polygon ZM,13672,UH-P5317,1.937878,0.358295,Unnamed Water,7842.343412,576.621621,1.937884,576.621621
13548,Polygon ZM,13938,SL-1-P241-27-7-3-2-P5099,2.621344,0.596469,Unnamed Water,10608.2435,959.926106,2.621352,959.926106
13549,Polygon ZM,13939,SL-1-48A1-P5029,5.937082,0.848126,Unnamed Water,24026.61562,1364.929973,5.937101,1364.929973
13555,Polygon ZM,13945,SL-1-P293-4-P307-2-P310,17.984616,0.879222,Chub Pond,72781.45113,1414.972931,17.984672,1414.972931
13556,Polygon ZM,13946,SL-1-74-2A-P62,50.87489,1.565125,Leonard Pond,205884.1998,2518.828859,50.875049,2518.828859
13557,Polygon ZM,13947,SL-1-P193A,4.601689,0.686057,Stony Creek Ponds,18622.44788,1104.103838,4.601703,1104.103838
13580,Polygon ZM,14322,H-391-P374-1-6-6-P381B,87.489392,2.545064,Minerva Lake,354058.4253,4095.891007,87.489665,4095.891007
13581,Polygon ZM,14323,H-428-3-P536,17.023929,0.989345,Eastman Pond,68893.6734,1592.199864,17.023982,1592.199864
13620,Polygon ZM,13686,SL-1-65-7-P46-3-P47,15.391653,0.76137,Little Jordan Lake,62288.05761,1225.308425,15.391701,1225.308425
13623,Polygon ZM,13956,SLC-32-6-31-P86,6.991556,1.129598,Mountain Ponds,28293.93747,1817.915672,6.991578,1817.915672
13624,Polygon ZM,13957,SLC-32-20-44-P5170,2.933281,0.49548,Unnamed Water,11870.61329,797.398684,2.93329,797.398684
13625,Polygon ZM,13958,SLC-32-83-P248,5.859661,0.419666,Hyde Pond,23713.3013,675.388287,5.859679,675.388287
13629,Polygon ZM,13962,SL-1-P5087,25.041523,2.364276,Unnamed Water,101339.8521,3804.941057,25.041601,3804.941057
13630,Polygon ZM,13963,H-369-P127-44-1-P154C,0.317807,0.083197,Unnamed Water,1286.12283,133.893129,0.317808,133.893129
13638,Polygon ZM,14362,H-391-72-P500,7.422237,0.697645,Makomiss Pond,30036.8481,1122.753676,7.42226,1122.753676
13639,Polygon ZM,14363,H-391-71-P502-2-1-P504,13.03533,1.252515,Feeder Pond,52752.32109,2015.732003,13.035371,2015.732003
13640,Polygon ZM,14364,H-391-72-4-P498,18.862604,0.924295,Moss Ponds,76334.5542,1487.510869,18.862662,1487.510869
13641,Polygon ZM,14365,UH-P708A,2.163777,0.257288,Unnamed Water,8756.529971,414.066108,2.163784,414.066108
13642,Polygon ZM,14366,UH-P497B,0.372083,0.090666,Unnamed Water,1505.771213,145.913656,0.372084,145.913656
13643,Polygon ZM,14367,UH-P494B,0.93983,0.145474,Unnamed Water,3803.372794,234.118589,0.939833,234.118589
13644,Polygon ZM,14368,H-391-72-4-P499,11.609513,0.508223,Moss Ponds,46982.21898,817.906789,11.609549,817.906789
13645,Polygon ZM,14369,UH-P486,19.000225,0.870256,Munson Pond,76891.48913,1400.544682,19.000284,1400.544682
13646,Polygon ZM,14370,UH-P565,1.577901,0.208401,Deer Pond,6385.565156,335.389537,1.577906,335.389537
13647,Polygon ZM,14371,H-403-P5367,4.161512,0.340254,Unnamed Water,16841.108,547.586137,4.161525,547.586137
13648,Polygon ZM,14372,H-391-7-P337B,6.2538,0.492798,Unnamed Water,25308.33049,793.083347,6.253819,793.083347
13649,Polygon ZM,14373,UH-P5334,3.727418,0.483326,Unnamed Water,15084.38593,777.839082,3.72743,777.839082
13650,Polygon ZM,14374,H-383-P334,9.759022,1.648042,Wolf Pond,39493.51938,2652.271933,9.759053,2652.271933
13651,Polygon ZM,14375,UH-P337,5.619238,0.36233,Sit'N Bull Pond,22740.3403,583.114026,5.619255,583.114026
13663,Polygon ZM,13434,SL-1-P293-8-P316-1-P317,50.780072,1.200064,Upper Browns Tract Pond,205500.481,1931.31912,50.78023,1931.31912
13664,Polygon ZM,13435,SL-1-P174,3.251101,0.426366,Silver Leaf Pond,13156.79322,686.171466,3.251112,686.171466
13666,Polygon ZM,13437,SL-1-133-2-P195-2-P196,26.972818,1.067958,Rock Pond,109155.5572,1718.715738,26.972902,1718.715738
13667,Polygon ZM,13438,SL-1-43-3-P26,1.233853,0.171079,Unnamed Water,4993.24477,275.324741,1.233857,275.324741
13668,Polygon ZM,13439,SL-1-46-P31-4-P5037,2.257284,0.270377,Unnamed Water,9134.939755,435.13012,2.257291,435.13012
13669,Polygon ZM,13440,SL-1-46-P31-6-3-P33,28.053264,1.192749,Kildare Pond,113527.9855,1919.546709,28.053351,1919.546709
13670,Polygon ZM,13441,H-369-20-23-4-P225-1-P227,12.583864,0.861113,Unnamed Water,50925.29591,1385.829902,12.583904,1385.829902
13674,Polygon ZM,13687,H-438-14-P551A,16.829271,0.834923,Unnamed Water,68105.91754,1343.6818,16.829324,1343.6818
13675,Polygon ZM,13688,H-452A-P574,36.88976,1.691784,Huntley Pond,149288.1575,2722.667522,36.889875,2722.667522
13676,Polygon ZM,13689,H-457-P581,18.642481,0.886137,Dunk Pond,75443.74402,1426.102265,18.642539,1426.102265
13677,Polygon ZM,13690,H-428-P538,10.091489,0.634047,Twentyninth Pond,40838.97052,1020.401515,10.09152,1020.401515
13678,Polygon ZM,13691,SL-1-46-P31-6-10-P34,7.455033,0.477144,Thirtyfive Pond,30169.56902,767.890256,7.455056,767.890256
13679,Polygon ZM,13692,SL-1-125-P186,90.237135,1.843188,Follensby Pond,365178.1916,2966.328743,90.237417,2966.328743
13680,Polygon ZM,13693,SL-1-133-13-P201,15.562113,0.778994,White Lily Pond,62977.88832,1253.671787,15.562161,1253.671787
13681,Polygon ZM,13694,SL-1-P241-27-P260-7-P266,10.252166,0.65855,Partridge Pond,41489.21092,1059.835929,10.252198,1059.835929
13682,Polygon ZM,13695,SL-1-43-P29,64.977905,1.584945,Sterling Pond,262957.303,2550.727377,64.978107,2550.727377
13683,Polygon ZM,13696,SL-1-P76,2.552916,0.242999,Unnamed Water,10331.32735,391.069312,2.552924,391.069312
13684,Polygon ZM,13697,UH-P5279,0.784489,0.160669,Unnamed Water,3174.725936,258.571539,0.784491,258.571539
13685,Polygon ZM,13698,H-369-P127-2-A-P127C,2.806148,0.283824,Unnamed Water,11356.12276,456.771017,2.806157,456.771017
13686,Polygon ZM,13699,H-369-P127-2-2-P129,100.559253,1.790887,Efner Lake,406950.4884,2882.158937,100.559567,2882.158937
13687,Polygon ZM,13700,H-391-P374-1-6-9-P383,21.692598,1.039842,Big Sherman Pond,87787.18022,1673.46744,21.692665,1673.46744
13709,Polygon ZM,14255,SLC-32-P215,6.426586,0.663229,Unnamed Water,26007.57382,1067.365393,6.426606,1067.365393
13748,Polygon ZM,13701,H-391-P374-1-6-9-P383A,8.60666,0.528579,Little Sherman Pond,34830.0549,850.667954,8.606686,850.667954
13749,Polygon ZM,13702,H-391-48-P462,3.923594,0.320384,Proctor Pond,15878.28443,515.609596,3.923606,515.609596
13766,Polygon ZM,13719,H-369-40-9-1-P306,6.361747,0.445428,North Upper Pine Lake,25745.18015,716.848962,6.361767,716.848962
13767,Polygon ZM,13720,H-369-P127-38-4A-P154A,3.160654,0.321789,Sacandaga Park Reservoir,12790.76344,517.870216,3.160664,517.870216
13786,Polygon ZM,14376,H-389-P336-1-2-P336A,20.036954,0.836191,Unnamed Water,81086.9993,1345.721715,20.037016,1345.721715
13787,Polygon ZM,14377,H-503-P680-2-1-P681C,28.603188,1.051028,Unnamed Water,115753.4585,1691.469121,28.603277,1691.469121
13788,Polygon ZM,14378,UH-P561B,4.856979,0.538072,Unnamed Water,19655.57643,865.944011,4.856994,865.944011
13789,Polygon ZM,14379,SLC-32-20-83-P129,104.000771,3.103548,Windfall Pond,420877.8724,4994.686276,104.001095,4994.686276
13795,Polygon ZM,14385,H-410-P5422,3.085936,0.424738,Dipper Pond,12488.38981,683.550271,3.085946,683.550271
13797,Polygon ZM,14387,SLC-32-6-26-P78,26.561973,1.701053,Horseshoe Pond,107492.9192,2737.585111,26.562055,2737.585111
13798,Polygon ZM,14388,SLC-P5182,1.466706,0.342678,Unnamed Water,5935.571725,551.488366,1.46671,551.488366
13799,Polygon ZM,14389,SLC-P230,7.824282,0.492331,Mud Pond,31663.87363,792.33178,7.824307,792.33178
13800,Polygon ZM,14390,SLC-32-P5218,1.556835,0.234777,Unnamed Water,6300.311182,377.837143,1.556839,377.837143
13801,Polygon ZM,14391,SLC-32-52-P179A-5-8-P188,16.142416,0.928359,Mccolloms Pond,65326.30276,1494.052135,16.142467,1494.052135
13802,Polygon ZM,14392,SLC-P155,5.069076,0.375864,Tuesday Pond,20513.90566,604.895021,5.069092,604.895021
13814,Polygon ZM,13475,H-391-P374-1-6-16-2-P386,16.178853,0.943843,Barnes Pond,65473.75644,1518.971146,16.178903,1518.971146
13815,Polygon ZM,13476,H-453-P576-2-2-P577,21.216968,0.858235,Nate Pond,85862.3673,1381.197559,21.217034,1381.197559
13816,Polygon ZM,13477,UH-P5416,5.897695,1.022049,Unnamed Water,23867.2192,1644.831082,5.897713,1644.831082
13817,Polygon ZM,13478,H-391-37-P421-1-1-P422,1.942045,0.238683,Honey Pond,7859.207007,384.123857,1.942051,384.123857
13818,Polygon ZM,13479,H-391-P374-8-P406,62.193222,1.782884,Big Pond,251688.0467,2869.279201,62.193416,2869.279201
13821,Polygon ZM,13482,SL-1-P241-13-P243,7.183064,0.466392,Polliwog Pond,29068.94463,750.585895,7.183086,750.585895
13837,Polygon ZM,13736,SL-1-43-2A-P5032,1.150147,0.182418,Unnamed Water,4654.500129,293.574395,1.150151,293.574395
13839,Polygon ZM,13738,SL-1-P185,4.144419,0.381063,Line Pond,16771.93388,613.262454,4.144431,613.262454
13840,Polygon ZM,13739,SL-1-P109-11-16A-P5116,3.069939,0.420614,Unnamed Water,12423.6509,676.913874,3.069948,676.913874
13851,Polygon ZM,14017,SLC-32-28-2-P5121,12.279651,0.69063,Blind Pond,49694.18471,1111.4636,12.27969,1111.4636
13852,Polygon ZM,14018,SLC-P224,3.658437,0.677415,Swamp Pond,14805.22956,1090.196123,3.658449,1090.196123
13855,Polygon ZM,14021,SL-1-P5212,34.427307,1.379576,Unnamed Water,139322.9253,2220.21731,34.427414,2220.21731
13856,Polygon ZM,14022,SL-1-P25,9.367374,0.599059,Lilypad Pond,37908.56969,964.093694,9.367403,964.093694
13858,Polygon ZM,14024,SL-1-P109-11-17-P5118,3.908224,0.381195,Unnamed Water,15816.08383,613.475441,3.908236,613.475441
13860,Polygon ZM,14203,SL-1-P293-4-P307-1-P309,8.666003,0.611017,Pine Pond,35070.2107,983.338868,8.66603,983.338868
13861,Polygon ZM,14204,SL-1-65-26-P54,16.389826,0.644322,Willis Pond,66327.53795,1036.938245,16.389877,1036.938245
13862,Polygon ZM,14205,SL-1-P241-27-P260-8-P268,10.384223,0.544372,Lower Cat Pond,42023.62849,876.083633,10.384256,876.083633
13863,Polygon ZM,14206,SL-1-P132-2-P5102,9.721454,0.999131,Unnamed Water,39341.48506,1607.947971,9.721484,1607.947971
13864,Polygon ZM,14207,SL-1-P109-11-2-P120-10-P139,10.471354,0.635663,Otter Pond,42376.2361,1023.003245,10.471387,1023.003245
13865,Polygon ZM,14208,H-369-19-2-P215,35.432565,1.228018,Willis Lake,143391.0784,1976.306844,35.432676,1976.306844
13866,Polygon ZM,14209,H-369-20-23-P234-4-A-P235-1-P236,6.492285,0.491153,Meco Lake,26273.45221,790.435679,6.492306,790.435679
13867,Polygon ZM,14210,H-369-20-22-P222,7.267471,0.421838,Owl Pond,29410.52869,678.883131,7.267493,678.883131
13868,Polygon ZM,14211,SL-1-P241-27-3-P250-2-1-P251,11.304568,1.109029,Mosquito Pond,45748.14638,1784.81292,11.304603,1784.81292
13869,Polygon ZM,14212,SL-1-P241-14-P244,21.713464,1.586133,Shaw Pond,87871.62288,2552.639087,21.713532,2552.639087
13870,Polygon ZM,14213,SL-1-P240,1.948243,0.269545,Hunter Pond,7884.292982,433.791443,1.94825,433.791443
13871,Polygon ZM,14214,SL-1-P5023,1.054528,0.220439,Unnamed Water,4267.539773,354.762775,1.054531,354.762775
13874,Polygon ZM,13483,SL-1-P109-11-2-P120-2-P125,129.955614,3.257803,Sperry Pond,525913.8136,5242.936952,129.956019,5242.936952
13875,Polygon ZM,13484,SL-1-P199,8.412144,0.622346,Unnamed Water,34042.87514,1001.571009,8.41217,1001.571009
13881,Polygon ZM,13490,SL-1-P293-7-P5207,5.425293,0.661139,Raquette Lake Reservoir,21955.46912,1064.002439,5.42531,1064.002439
13882,Polygon ZM,13491,SL-1-98-2A-P73,5.054825,0.362121,Line Pond,20456.23172,582.778055,5.05484,582.778055
13883,Polygon ZM,13492,SL-1-P5214,27.386643,1.632179,Unnamed Water,110830.2563,2626.742806,27.386729,2626.742806
13884,Polygon ZM,13493,SL-1-P241-27-P260-8-P269,6.686633,0.436606,Middle Cat Pond,27059.95072,702.651206,6.686654,702.651206
13885,Polygon ZM,13494,SL-1-P109-11-2-4-1-2-P116,10.627409,0.683759,Lost Pond,43007.76904,1100.406283,10.627442,1100.406283
13886,Polygon ZM,13495,SL-1-43-3-P5018,0.975781,0.195158,Unnamed Water,3948.862307,314.077469,0.975784,314.077469
13887,Polygon ZM,13496,SL-1-P276-3-P279-1-P280-1-P281,48.991358,1.631218,High Pond,198261.7845,2625.195521,48.991511,2625.195521
13889,Polygon ZM,13740,SL-1-P109,84.008453,2.323984,Tupper Lake,339971.5064,3740.097442,84.008714,3740.097442
13890,Polygon ZM,13741,SL-1-P231,5.15643,0.410401,Rock Pond,20867.41736,660.478055,5.156447,660.478055
13900,Polygon ZM,13751,H-369-P127-38-4A-P153E,0.105706,0.048743,Unnamed Water,427.77792,78.44469,0.105706,78.44469
13901,Polygon ZM,13752,UH-P5231,1.758601,0.237835,Unnamed Water,7116.833074,382.758905,1.758606,382.758905
13904,Polygon ZM,13755,H-369-P127-2-2-P129-2-P130,87.651858,2.137183,Jenny Lake,354715.9019,3439.469711,87.652131,3439.469711
13905,Polygon ZM,13756,H-369-P127-2-1-P127A,29.867388,1.146898,Davignon Pond,120869.516,1845.756496,29.867481,1845.756496
13906,Polygon ZM,14026,H-369-20-30-P255,32.486479,1.476456,Loomis Pond,131468.6408,2376.130444,32.48658,2376.130444
13907,Polygon ZM,14027,H-369-20-9-P217,3.009697,0.395216,Three Ponds,12179.86026,636.039663,3.009706,636.039663
13908,Polygon ZM,14028,H-369-20-31-P257,11.3245,0.768009,Loomis Ponds,45828.80734,1235.993081,11.324535,1235.993081
13909,Polygon ZM,14029,H-369-20-31-P256,14.396459,0.678068,Loomis Ponds,58260.6338,1091.247106,14.396503,1091.247106
13913,Polygon ZM,14033,SLC-P227A,5.244168,0.466903,Unnamed Water,21222.47951,751.409063,5.244184,751.409063
13915,Polygon ZM,14035,SLC-32-52-P179A-5-5-P185,5.315242,0.363735,Mud Pond,21510.10561,585.375691,5.315258,585.375691
13917,Polygon ZM,14037,SLC-32-28-2-P5121-1-P5136,1.557308,0.206647,Unnamed Water,6302.226495,332.566657,1.557313,332.566657
13918,Polygon ZM,14038,SLC-32-20-13-1-P5152,1.004577,0.17315,Unnamed Water,4065.396481,278.658407,1.00458,278.658407
13919,Polygon ZM,14039,SLC-32-88-P257,13.407785,0.752667,Long Pond,54259.59888,1211.303028,13.407827,1211.303028
13920,Polygon ZM,14040,SLC-32-20-53-A-P117,5.766404,0.439549,Wilson Pond,23335.90295,707.38721,5.766422,707.38721
13921,Polygon ZM,14041,SLC-32-79-P5249,122.921803,4.14074,Unnamed Water,497448.8778,6663.888611,122.922186,6663.888611
13927,Polygon ZM,14279,H-369-P127-44-P154B,101.303083,2.351496,Woodward Lake,409960.6721,3784.374105,101.303399,3784.374105
13930,Polygon ZM,14282,SLC-32-P5217,4.059369,0.661318,Unnamed Water,16427.75058,1064.290877,4.059382,1064.290877
13931,Polygon ZM,14283,SLC-P271,54.749514,1.926783,Bear Pond,221564.3086,3100.862433,54.749685,3100.862433
13937,Polygon ZM,13498,H-369-P127-74-P212A,69.6335,2.103482,Bell Brook Pond,281797.9028,3385.23322,69.633717,3385.23322
13938,Polygon ZM,13499,H-369-13-2-P213,36.334359,1.26917,Murphy Lake,147040.5234,2042.535217,36.334472,2042.535217
13939,Polygon ZM,13500,SL-1-P5073,3.283889,0.363912,Unnamed Water,13289.47875,585.660442,3.283899,585.660442
13940,Polygon ZM,13501,SL-1-P276-1-P277-4-P278,14.35766,0.698548,Pilgrim Pond,58103.62156,1124.205739,14.357705,1124.205739
13941,Polygon ZM,13502,SL-1-58-5-P40,17.807813,1.284583,Buck Pond,72065.95257,2067.339645,17.807869,2067.339645
13942,Polygon ZM,13503,SL-1-133-P202-3-P204,4.148071,0.562541,Beaver Pond,16786.71672,905.323857,4.148084,905.323857
13943,Polygon ZM,13504,SL-1-P85-1-P87,292.104656,4.062804,Gull Pond,1182110.331,6538.462284,292.105566,6538.462284
13945,Polygon ZM,13506,SL-1-P241-14-P241A,37.665999,1.669632,Park Lake,152429.4979,2687.017752,37.666116,2687.017752
13947,Polygon ZM,13757,SLC-P233,33.545111,1.405833,Black Pond,135752.7911,2262.473776,33.545216,2262.473776
13948,Polygon ZM,13758,SLC-32-20-96-P149-5-P154-2-P156A-1A-P157,20.796139,0.83071,Green Pond,84159.32393,1336.900542,20.796203,1336.900542
13973,Polygon ZM,14046,SLC-32-40-6-P164,127.154547,2.606238,Dexter Lake,514578.2516,4194.341629,127.154943,4194.341629
13974,Polygon ZM,14047,SLC-32-20-92-P138,3.898474,0.291319,Kitten Pond,15776.6281,468.833994,3.898486,468.833994
13975,Polygon ZM,14048,SLC-32-68-P5191,1.378572,0.201994,Grass Pond,5578.903896,325.077777,1.378576,325.077777
13977,Polygon ZM,14050,SLC-32-52-P179A-5-P202-1-P204,18.823996,1.142702,Church Pond,76178.31307,1839.004741,18.824054,1839.004741
13978,Polygon ZM,14051,SLC-P5222,2.269561,0.257828,Unnamed Water,9184.624294,414.934677,2.269568,414.934677
13979,Polygon ZM,14052,SLC-32-51-1-P173,5.833585,0.796964,Deer Pond,23607.77678,1282.591931,5.833604,1282.591931
13980,Polygon ZM,14053,SLC-32-78-P231,5.180375,0.393429,Bear Pond,20964.316,633.164304,5.180391,633.164304
13981,Polygon ZM,14054,SLC-P176,1.383209,0.213886,Unnamed Water,5597.669735,344.217035,1.383213,344.217035
13986,Polygon ZM,14324,UH-P348,49.932241,1.539821,Beaver Pond,202069.4184,2478.106677,49.932397,2478.106677
13987,Polygon ZM,14325,H-430-2-P5503,1.827763,0.239292,Unnamed Water,7396.722413,385.103163,1.827768,385.103163
13988,Polygon ZM,14326,H-461-17-3-P5474,57.073341,1.836452,Unnamed Water,230968.5391,2955.488788,57.073519,2955.488788
13989,Polygon ZM,14327,H-391-P374-1-2-P376-1-P377,21.25182,0.832067,Eli Pond,86003.40902,1339.085387,21.251886,1339.085387
13990,Polygon ZM,14328,H-426-P533-1-P534-B-P5319,4.998021,0.372577,Unnamed Water,20226.35278,599.605829,4.998036,599.605829
13992,Polygon ZM,14330,H-391-39-2A-P444,48.380786,1.670711,Flemings Pond,195790.8787,2688.754651,48.380937,2688.754651
13993,Polygon ZM,14331,UH-P441,3.149995,0.290333,Otter Pond,12747.62753,467.246951,3.150005,467.246951
13997,Polygon ZM,14335,H-409-17-P5368,3.533879,0.391775,Unnamed Water,14301.15755,630.502536,3.53389,630.502536
14009,Polygon ZM,13514,H-409-10-P5379,1.099135,0.223292,Unnamed Water,4448.058851,359.354881,1.099138,359.354881
14010,Polygon ZM,13515,H-461-P597-14-P600,1.565929,0.208633,Dug Mountain Ponds,6337.114555,335.763097,1.565934,335.763097
14011,Polygon ZM,13516,UH-P613C,1.035572,0.169408,Unnamed Water,4190.827873,272.636024,1.035575,272.636024
14012,Polygon ZM,13517,H-469-9-16-P643,75.330794,2.628527,Stephens Pond,304854.1261,4230.212213,75.331029,4230.212213
14013,Polygon ZM,13518,UH-P638,2.868167,0.307467,Little Rock Lake,11607.10578,494.820868,2.868176,494.820868
14014,Polygon ZM,13519,H-469-9-P645-1-P651,2.405346,0.364795,Slim Pond,9734.127321,587.081892,2.405353,587.081892
14015,Polygon ZM,13520,UH-P580,8.225092,0.615737,Squirrel Pond,33285.89809,990.934892,8.225117,990.934892
14016,Polygon ZM,13521,UH-P648,1.361065,0.222567,Upper Mitchell Pond,5508.055743,358.187161,1.361069,358.187161
14017,Polygon ZM,13522,H-469-15-P658,36.622682,1.109572,Unknown Pond,148207.3305,1785.686857,36.622797,1785.686857
14018,Polygon ZM,13523,H-469-9-P645-1-P651-2-P653,8.102685,0.762644,Wilson Pond,32790.53596,1227.358884,8.102711,1227.358884
14019,Polygon ZM,13524,H-391-P374-9-P409,27.406792,1.285319,Spectacle Pond,110911.7968,2068.52506,27.406878,2068.52506
14039,Polygon ZM,13799,SL-1-125-P186,234.029144,3.239475,Follensby Pond,947086.1339,5213.440108,234.029874,5213.440108
14060,Polygon ZM,14079,SL-1-P89-1-P95-1-P97-6-P104,43.987209,1.980267,Heavens Pond,178010.6331,3186.937412,43.987347,3186.937412
14061,Polygon ZM,14217,H-409-9-P5297,4.995186,0.492694,Unnamed Water,20214.87995,792.915025,4.995201,792.915025
14062,Polygon ZM,14218,H-401-P514,14.828318,0.838568,Dippikill Pond,60008.31401,1349.546359,14.828364,1349.546359
14063,Polygon ZM,14219,H-391-14-1-P340,24.438851,1.111203,Forest Lake,98900.91487,1788.310772,24.438927,1788.310772
14064,Polygon ZM,14220,H-398-2-1-P5501,1.307919,0.2086,Unnamed Water,5292.983175,335.710403,1.307923,335.710403
14065,Polygon ZM,14221,H-461-P597-16-3-P603,145.126738,3.373439,Whitaker Lake,587309.4219,5429.034602,145.12719,5429.034602
14066,Polygon ZM,14222,H-403-6-P5365,1.579603,0.309654,Unnamed Water,6392.452051,498.340978,1.579608,498.340978
14067,Polygon ZM,14223,H-398-2-1-A-P5357,0.91894,0.16635,Unnamed Water,3718.831527,267.715524,0.918942,267.715524
14078,Polygon ZM,13525,H-391-P374-1-6-P380,17.592145,3.180499,Dimmick Pond,71193.17018,5118.527706,17.5922,5118.527706
14079,Polygon ZM,13526,H-391-47-P453A,31.205687,1.639013,Palmer Dam Pond,126285.4382,2637.740694,31.205784,2637.740694
14080,Polygon ZM,13527,UH-P462A,2.182717,0.249287,Stevens Pond,8833.178837,401.188834,2.182724,401.188834
14081,Polygon ZM,13528,H-518-P5476,1.049837,0.17195,Unnamed Water,4248.558256,276.727792,1.049841,276.727792
14082,Polygon ZM,13529,H-484-P676,43.0162,1.565586,Goodnow Pond,174081.0821,2519.571181,43.016334,2519.571181
14091,Polygon ZM,13800,SL-1-162-27-P230,17.508835,1.142093,Mountain Pond,70856.02497,1838.024813,17.50889,1838.024813
14092,Polygon ZM,13801,SL-1-P21,12.903281,1.207424,Horton Ponds,52217.93323,1943.163913,12.903321,1943.163913
14093,Polygon ZM,13802,SL-1-162-17-P226A,5.724656,0.598208,Unnamed Water,23166.95239,962.724494,5.724674,962.724494
14094,Polygon ZM,13803,SL-1-109-4-1-P80,143.576262,3.400733,Eagle Crag Lake,581034.8428,5472.95975,143.57671,5472.95975
14103,Polygon ZM,13812,SL-1-162-1-7-P5159,1.435102,0.268495,Unnamed Water,5807.676395,432.102075,1.435107,432.102075
14112,Polygon ZM,14088,SLC-32-20-30-27-P98,28.008763,1.03372,Mccavanaugh Pond,113347.8961,1663.61386,28.00885,1663.61386
14113,Polygon ZM,14089,SLC-32-6-P5055,7.368431,0.623161,Unnamed Water,29819.10003,1002.882366,7.368454,1002.882366
14114,Polygon ZM,14090,SLC-32-20-96-P147,25.875739,1.478696,Little Fish Pond,104715.8189,2379.735885,25.87582,2379.735885
14116,Polygon ZM,14092,SLC-32-6-30-1-P85,8.895295,0.489864,Buck Pond,35998.12616,788.361373,8.895323,788.361373
14136,Polygon ZM,13538,SL-1-162-P235-2-P238,56.856169,1.94709,Lower Preston Pond,230089.6749,3133.543927,56.856347,3133.543927
14137,Polygon ZM,13539,SL-1-P5184,4.30466,0.452192,Unnamed Water,17420.40983,727.733483,4.304673,727.733483
14138,Polygon ZM,13540,SL-1-P109-11-7-P161,32.156887,1.230999,Spring Pond,130134.8271,1981.105374,32.156988,1981.105374
14139,Polygon ZM,13541,SL-1-41-P5019,0.921043,0.188506,Unnamed Water,3727.345208,303.370974,0.921046,303.370974
14140,Polygon ZM,13542,SL-1-65-11-P51,35.782058,1.190019,Potter Pond,144805.4298,1915.153948,35.782169,1915.153948
14141,Polygon ZM,13543,SL-1-P85-1-P87-2-P88,17.224487,0.750027,Minnow Pond,69705.30615,1207.053658,17.224541,1207.053658
14142,Polygon ZM,13544,SL-1-P276-3-P279-2-P282-1-P283,12.950003,0.810736,Hamilton Pond,52407.01191,1304.754941,12.950043,1304.754941
14143,Polygon ZM,13545,SL-1-133-P191-3-P193,15.23034,0.678616,Stony Creek Ponds,61635.24686,1092.128554,15.230388,1092.128554
14144,Polygon ZM,13546,SL-1-P109-11-2-P120-10-P139-2-1-P141,3.649253,0.37,Little Otter Pond,14768.06202,595.459197,3.649264,595.459197
14145,Polygon ZM,13547,SL-1-P293-13-P319,27.412463,1.167229,Cranberry Pond,110934.7474,1878.476433,27.412549,1878.476433
14146,Polygon ZM,13548,SL-1-65-26-P54-2-P56,14.365255,0.793913,Mud Pond,58134.3552,1277.681059,14.365299,1277.681059
14148,Polygon ZM,13813,SL-1-P109-11-2-P120-7-P134-1-1-P135,25.490049,1.108479,East Charley Pond,103154.9799,1783.92835,25.490128,1783.92835
14150,Polygon ZM,13815,SL-1-P241-27-7-P255-4-P257,127.194843,2.398332,Mohegan Lake,514741.3255,3859.748593,127.195239,3859.748593
14151,Polygon ZM,13816,SL-1-P183,12.623059,0.707135,Unnamed Water,51083.91008,1138.025948,12.623098,1138.025948
14152,Polygon ZM,13817,SL-1-P5218,1.933568,0.239792,Calkins Pond,7824.902788,385.908174,1.933574,385.908174
14153,Polygon ZM,13818,SL-1-P114,13.173263,0.58387,St. Hubert Pond,53310.51651,939.649249,13.173304,939.649249
14154,Polygon ZM,13819,SL-1-P55,1.722289,0.190978,Unnamed Water,6969.884326,307.350607,1.722294,307.350607
14155,Polygon ZM,13820,SL-1-163-P5182,0.167131,0.067173,Unnamed Water,676.359391,108.103951,0.167132,108.103951
14158,Polygon ZM,13823,SL-1-P318,3.731576,0.393292,Fox Pond,15101.21334,632.943762,3.731588,632.943762
14159,Polygon ZM,13824,SL-1-P109-11-P155-4-P162,22.218752,1.146693,Graves Pond,89916.45952,1845.426868,22.218821,1845.426868
14160,Polygon ZM,13825,SL-1-46-P31-6-10-A-P5040,1.284416,0.161321,Unnamed Water,5197.866648,259.621483,1.28442,259.621483
14167,Polygon ZM,14095,SL-1-65-26-P54,66.164741,2.947044,Willis Pond,267760.277,4742.817695,66.164947,4742.817695
14168,Polygon ZM,14096,SL-1-P5028,0.857491,0.147778,Unnamed Water,3470.157275,237.825487,0.857494,237.825487
